receiverDeploymentID, tagID, brief_note
9195, 71096, 'for AHNC receiver, ignore ABC Test CTT tag tagID for 782D6655'
9195, 71092, 'for AHNC receiver, ignore ABC Test CTT tag tagID for 33525542'
